Song,OG Artist,OG Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Again,Alice in Chains,Again,Alice In Chains,Alice In Chains,4ccNZzUTggy51RFvIzYRhT,59,https://p.scdn.co/mp3-preview/97b236ef2760e17080707c9341656bd5d506814b?cid=3502c8805da84b25aa0305556012150b,0.55,0.868,7,-6.243,1,0.046,0.000707,0.0245,0.121,0.405,123.15,audio_features,245000,4
Angry Chair (2022 Remaster),Alice in Chains,Angry Chair,Alice In Chains,Dirt (2022 Remaster),5jCp5VtcpUlHtW8Dwlx13Y,56,https://p.scdn.co/mp3-preview/c234cedc7d4d83a3698637c9e440d5d152bb113e?cid=3502c8805da84b25aa0305556012150b,0.325,0.936,8,-6.295,1,0.0848,0.0419,0.0,0.0415,0.159,106.988,audio_features,287800,4
Check My Brain,Alice in Chains,Check My Brain,Alice In Chains,Black Gives Way to Blue,0Fl8ciGpmcUezzgaSKvysd,64,https://p.scdn.co/mp3-preview/4cfb3a1426a971b6adbd62e2358b173a6aa5e340?cid=3502c8805da84b25aa0305556012150b,0.441,0.845,10,-3.315,1,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,audio_features,237907,4
Don't Follow,Alice in Chains,Dont Follow,Alice In Chains,Jar Of Flies,7CI0VS6ETno5mgHi4PoCrY,61,https://p.scdn.co/mp3-preview/54f73647491b7a10739a9c5ae71f6f5d0b1b6d5c?cid=3502c8805da84b25aa0305556012150b,0.314,0.37,1,-9.921,1,0.0286,0.781,0.139,0.122,0.28,116.066,audio_features,262133,1
Down In A Hole (2022 Remaster),Alice in Chains,Down In A Hole,Alice In Chains,Dirt (2022 Remaster),7FRfYOql61DGDp9VPPe2qA,68,https://p.scdn.co/mp3-preview/15e0e2125735892038a1f8f7c44b63ff631976bf?cid=3502c8805da84b25aa0305556012150b,0.357,0.795,6,-5.909,1,0.0337,0.0134,0.00013,0.111,0.416,97.171,audio_features,338227,4
Fear The Voices,Alice in Chains,Fear The Voices,Alice In Chains,Music Bank,46V6ClSTW70NQbhaD9N39x,32,https://p.scdn.co/mp3-preview/9708b3b8109350f70c1731f6032b0c2d691595a4?cid=3502c8805da84b25aa0305556012150b,0.281,0.953,4,-5.376,1,0.0848,0.04,0.000298,0.148,0.345,101.15,audio_features,297933,4
Get Born Again,Alice in Chains,Get Born Again,Alice In Chains,Nothing Safe - The Best Of The Box,5uOCyaHjhmWghYpbdeHJ7y,44,https://p.scdn.co/mp3-preview/c1c2f855a483d71380e878132e65bccfd0073982?cid=3502c8805da84b25aa0305556012150b,0.342,0.861,8,-6.657,1,0.0533,0.00163,0.0497,0.159,0.298,102.917,audio_features,327333,4
Got Me Wrong,Alice in Chains,Got Me Wrong,Alice In Chains,Sap,2lBqGHtGLD5FGeJJYNKbGS,55,https://p.scdn.co/mp3-preview/c5a579b87dfed50e4b7a0066db7cb1e9b61622d0?cid=3502c8805da84b25aa0305556012150b,0.506,0.771,8,-10.023,1,0.0442,0.104,0.00329,0.215,0.235,83.412,audio_features,249867,4
Grind,Alice in Chains,Grind,Alice In Chains,Alice In Chains,1gh6flppAA19XDw30g5LEN,54,https://p.scdn.co/mp3-preview/4c0eb7c3d8ab3365dd9d474bd7e61db69b85bcd6?cid=3502c8805da84b25aa0305556012150b,0.393,0.883,11,-5.884,1,0.0367,0.000146,0.000342,0.504,0.364,88.417,audio_features,284640,4
Heaven Beside You,Alice in Chains,Heaven Beside You,Alice In Chains,Alice In Chains,1DCdIWCE5UFiObCsTSpKFv,63,https://p.scdn.co/mp3-preview/ac4095c692d0f647ae83a6685f37e1ff6652ebc0?cid=3502c8805da84b25aa0305556012150b,0.551,0.724,10,-7.09,0,0.032,0.00451,0.000167,0.116,0.559,111.243,audio_features,327893,4
Hollow,Alice in Chains,Hollow,Alice In Chains,The Devil Put Dinosaurs Here,1AaWRxEn9ZygdhiLmg3nVV,48,https://p.scdn.co/mp3-preview/6f4f50bda35b668b6330d5502ee97cff2a48de80?cid=3502c8805da84b25aa0305556012150b,0.453,0.825,6,-5.071,0,0.0352,2.2e-05,0.593,0.372,0.176,98.005,audio_features,341134,3
I Stay Away,Alice in Chains,I Stay Away,Alice In Chains,Jar Of Flies,6HnZsLUDrG3HTSbh8sq2u3,65,https://p.scdn.co/mp3-preview/b40cca2dc4f4a5f1ab10f18964c8584486326200?cid=3502c8805da84b25aa0305556012150b,0.174,0.781,6,-7.066,1,0.0406,0.0452,0.00346,0.0822,0.276,81.37,audio_features,254400,4
Lesson Learned,Alice in Chains,Lesson Learned,Alice In Chains,Black Gives Way to Blue,38F74KQOu3LMnEfWe7Rke0,44,https://p.scdn.co/mp3-preview/3837dbb2487b6cb9c2714e0b56bbbd7ce44c2af2?cid=3502c8805da84b25aa0305556012150b,0.44,0.951,1,-3.639,1,0.0533,9.27e-06,0.00773,0.116,0.323,108.018,audio_features,256773,4
Man in the Box,Alice in Chains,Man In The Box,Alice In Chains,Facelift,6gZVQvQZOFpzIy3HblJ20F,78,https://p.scdn.co/mp3-preview/68dbc11f83265b4edfe18c5d968a6de048a388dd?cid=3502c8805da84b25aa0305556012150b,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,audio_features,285200,4
Never Fade,Alice in Chains,Never Fade,Alice In Chains,Rainier Fog,7JmkaCBAvDrXlcjOSScThs,46,https://p.scdn.co/mp3-preview/ea38c566144a6792da5507bc02b66e9c148eb5e6?cid=3502c8805da84b25aa0305556012150b,0.52,0.94,10,-5.31,0,0.0356,3.8e-05,0.0715,0.123,0.743,126.977,audio_features,280427,4
No Excuses,Alice in Chains,No Excuses,Alice In Chains,Jar Of Flies,4PtZE0h5oyPhCtPjg3NeYQ,67,https://p.scdn.co/mp3-preview/f7daa62fbd3b718a879a1c1eebf9355f7026d72d?cid=3502c8805da84b25aa0305556012150b,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,audio_features,255573,4
Over Now,Alice in Chains,Over Now,Alice In Chains,Alice In Chains,6uJhCao8wULMrDOZOuS5rc,47,https://p.scdn.co/mp3-preview/da6e57f1dd6ec54cbc0fef830dab0055e6ce2f12?cid=3502c8805da84b25aa0305556012150b,0.481,0.566,5,-10.054,0,0.0342,0.174,0.0743,0.355,0.302,106.634,audio_features,423640,4
Rainier Fog,Alice in Chains,Rainier Fog,Alice In Chains,Rainier Fog,4RmHHExk2OFtMoqHyWr7mF,45,https://p.scdn.co/mp3-preview/8f4e9f67400e174c599100d0473364a8e54c08d6?cid=3502c8805da84b25aa0305556012150b,0.539,0.908,8,-5.741,1,0.0342,0.00011,0.599,0.128,0.622,115.975,audio_features,301707,4
Rooster (2022 Remaster),Alice in Chains,Rooster,Alice In Chains,Dirt (2022 Remaster),0wvIGFIgbyz4JNwQhZgTv2,73,https://p.scdn.co/mp3-preview/a3f28e30b42a5f4ba83db1a56d9c781b2ff35d27?cid=3502c8805da84b25aa0305556012150b,0.271,0.551,3,-8.46,1,0.0272,0.0307,0.000581,0.118,0.2,143.899,audio_features,374333,3
Sea Of Sorrow,Alice in Chains,Sea Of Sorrow,Alice In Chains,Facelift,4XssnBT81vTIH6iYYUSv84,56,https://p.scdn.co/mp3-preview/189cad0553c8e57f88d4b60c0e5925e040af2ea8?cid=3502c8805da84b25aa0305556012150b,0.288,0.843,11,-7.858,1,0.0633,0.0139,0.0,0.0555,0.311,122.147,audio_features,349747,4
Stone,Alice in Chains,Stone,Alice In Chains,The Devil Put Dinosaurs Here,239X0US9LWyWV816gtVWEg,55,https://p.scdn.co/mp3-preview/1eb9c76c36d46c8abc84acc6019a46f9183a08b7?cid=3502c8805da84b25aa0305556012150b,0.456,0.867,1,-4.499,1,0.0399,6.1e-06,0.764,0.0914,0.558,75.991,audio_features,262891,4
The One You Know,Alice in Chains,The One You Know,Alice In Chains,Rainier Fog,1CLUtToY6V0jn79UPtf5VA,7,,0.557,0.772,6,-4.989,0,0.0325,0.000222,0.0192,0.196,0.567,77.533,audio_features,289013,4
Them Bones (2022 Remaster),Alice in Chains,Them Bones,Alice In Chains,Dirt (2022 Remaster),4A065x9kJt955eGVqf813g,72,https://p.scdn.co/mp3-preview/d4cc42320063ee1d2d05eca4671a495e33620f41?cid=3502c8805da84b25aa0305556012150b,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,audio_features,149467,1
Voices,Alice in Chains,Voices,Alice In Chains,The Devil Put Dinosaurs Here,23Mzhb5xSjU308auXjrfgM,49,https://p.scdn.co/mp3-preview/18dd3a7eccfe3bd3a8075566e0713c5cd2abef6d?cid=3502c8805da84b25aa0305556012150b,0.509,0.751,8,-6.962,1,0.0351,0.000143,0.157,0.108,0.133,106.003,audio_features,342688,4
What the Hell Have I,Alice in Chains,What The Hell Have I,Alice In Chains,Nothing Safe - The Best Of The Box,1wPhx62DRpvULqckrdWlIt,47,https://p.scdn.co/mp3-preview/88e1d94a3decd5da8adb50fe90b8c1ef7c15a57b?cid=3502c8805da84b25aa0305556012150b,0.445,0.917,8,-4.683,1,0.0407,0.00127,0.0028,0.356,0.564,100.254,audio_features,237160,4
Would? (2022 Remaster),Alice in Chains,Would,Alice In Chains,Dirt (2022 Remaster),5sFDReWLrZHLFZFjHsjUTS,77,https://p.scdn.co/mp3-preview/1343c561e5b037af86835365ee0bb9718c20ae11?cid=3502c8805da84b25aa0305556012150b,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,audio_features,206773,4
Your Decision,Alice in Chains,Your Decision,Alice In Chains,Black Gives Way to Blue,1VzuMNFf0PqK745NFX20CJ,55,https://p.scdn.co/mp3-preview/f62e78bbafe8abda5e027c33a8f87b58a7214639?cid=3502c8805da84b25aa0305556012150b,0.469,0.631,3,-5.872,0,0.0262,4.42e-05,0.000375,0.09,0.192,99.96,audio_features,283173,4
Asking Too Much,All That Remains,Asking Too Much,All That Remains,A War You Cannot Win,7wB6fvnadwNS62vJg0TH7F,39,,0.369,0.888,10,-4.164,0,0.0438,0.000454,0.0,0.08,0.582,159.883,audio_features,208400,4
Everything's Wrong,All That Remains,Everythings Wrong,All That Remains,Victim of the New Disease,2cYs6Y4O72ITEVQP77qWwb,29,https://p.scdn.co/mp3-preview/24d9bbb5a9d67a0069cfbd839ef2128b1f0e2163?cid=3502c8805da84b25aa0305556012150b,0.445,0.97,11,-4.355,0,0.0783,0.000375,0.000235,0.108,0.341,172.169,audio_features,250291,4
For You,All That Remains,For You,All That Remains,The Order Of Things,3ktjSD56hFRXC3LjbHXAH1,53,,0.468,0.839,1,-2.371,1,0.0352,0.0508,0.0,0.126,0.378,91.958,audio_features,256280,4
Forever In Your Hands,All That Remains,Forever In Your Hands,All That Remains,Overcome,2Km4ZmdSvkd6l0bQLrr78A,40,,0.476,0.952,2,-4.492,1,0.0919,0.00184,6.63e-06,0.192,0.374,92.008,audio_features,216573,4
Hold On,All That Remains,Hold On,All That Remains,For We Are Many,5qTjvpAfdtyzauTprzgKao,52,,0.546,0.945,1,-2.406,0,0.0417,0.000235,0.0,0.209,0.825,124.98,audio_features,177053,4
Madness,All That Remains,Madness,All That Remains,Madness,3CPsPpLW6vwrgGX9qPxoPs,41,https://p.scdn.co/mp3-preview/d0bf0b776248b696be93664b6d965b1a1a8f8ae7?cid=3502c8805da84b25aa0305556012150b,0.465,0.874,4,-5.058,0,0.0523,5.83e-05,0.0,0.16,0.379,85.947,audio_features,204427,4
Stand Up,All That Remains,Stand Up,All That Remains,A War You Cannot Win,1zZrUh5ScQM5n9Cp3uKPNe,41,,0.469,0.808,1,-4.572,0,0.0281,2.18e-05,0.0,0.0824,0.454,95.084,audio_features,240920,4
The Last Time,All That Remains,The Last Time,All That Remains,For We Are Many,47fPXkWBYmYLcRCGrXgoYq,52,,0.521,0.961,1,-2.338,0,0.0611,0.00126,0.0,0.0782,0.331,103.027,audio_features,238307,4
The Thunder Rolls,All That Remains,The Thunder Rolls,All That Remains,Madness,65MkRKdWPTR6mqCAoS8ASS,41,https://p.scdn.co/mp3-preview/4c9c9bd467c650c338687c047c3b203d3ed3cc9b?cid=3502c8805da84b25aa0305556012150b,0.341,0.896,2,-5.302,1,0.0488,0.000233,0.257,0.108,0.269,159.861,audio_features,263413,4
The Waiting One,All That Remains,The Waiting One,All That Remains,For We Are Many,4hfVIGsNiEskkK77AfC2lG,45,,0.439,0.762,1,-4.178,0,0.0343,0.0285,0.0,0.106,0.273,150.106,audio_features,288187,3
This Probably Won’t End Well,All That Remains,This Probably Wont End Well,All That Remains,The Order Of Things,6F4qr7YFTEmUzAMbnMlxRB,49,,0.491,0.92,1,-3.839,0,0.0543,0.00868,0.0,0.142,0.123,107.533,audio_features,228680,4
Two Weeks,All That Remains,Two Weeks,All That Remains,Overcome,0XT70Wk9pP8JZkmJhfntuL,65,,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,audio_features,257347,4
Victory Lap,All That Remains,Victory Lap,All That Remains,The Order Of Things,7nuef4dU1gN0DQlmi3QrUd,36,,0.375,0.959,6,-2.464,1,0.0741,0.00582,0.0,0.14,0.673,83.713,audio_features,234373,4
What If I Was Nothing,All That Remains,What If I Was Nothing,All That Remains,A War You Cannot Win,28urem2KpSOkljclEk8X8G,63,,0.436,0.772,4,-5.81,1,0.0377,0.00556,0.0,0.104,0.229,144.015,audio_features,277347,4
Back Where It All Begins,Allman Brothers Band,Back Where It All Begins,Allman Brothers Band,Where It All Begins,4hRSKLxWptKUvKF7wr60B2,40,https://p.scdn.co/mp3-preview/5b68c57e93883e31f41c33415c02dce0718ca130?cid=3502c8805da84b25aa0305556012150b,0.377,0.891,9,-6.807,1,0.0631,0.038,0.176,0.345,0.639,103.243,audio_features,550480,4
Bad Rain,Allman Brothers Band,Bad Rain,Allman Brothers Band,Shades of Two Worlds,457iSGZTHoWIY9jp0Rz57L,16,https://p.scdn.co/mp3-preview/a37ca4049f4816fc12ed0364189240d89a050cd8?cid=3502c8805da84b25aa0305556012150b,0.401,0.666,0,-10.546,1,0.056,0.306,0.000699,0.38,0.772,169.392,audio_features,333760,4
End of the Line,Allman Brothers Band,End Of The Line,Allman Brothers Band,Shades of Two Worlds,1BWYOQHE2v24qj5Di8xLQT,31,https://p.scdn.co/mp3-preview/c1ab97ea173dd88378e3588cda8468848ce550b5?cid=3502c8805da84b25aa0305556012150b,0.326,0.563,7,-11.194,1,0.0571,0.0656,0.0741,0.611,0.371,171.91,audio_features,278667,4
Firing Line,Allman Brothers Band,Firing Line,Allman Brothers Band,Hittin' the Note,3byFTerksT9L0JhSZ2sirp,34,https://p.scdn.co/mp3-preview/f9165d613b5e973657b44619621e685404871e3d?cid=3502c8805da84b25aa0305556012150b,0.502,0.925,4,-5.015,0,0.0638,0.0254,0.28,0.458,0.696,97.153,audio_features,317733,4
Good Clean Fun,Allman Brothers Band,Good Clean Fun,Allman Brothers Band,Seven Turns,7cIVAikDoNoEOjXKMWMFzZ,33,https://p.scdn.co/mp3-preview/ee7db3f682aa6813c349a0ce234a36473f5624cc?cid=3502c8805da84b25aa0305556012150b,0.544,0.683,5,-12.224,1,0.0318,0.107,0.00332,0.346,0.795,129.273,audio_features,308293,4
It Ain't Over Yet,Allman Brothers Band,It Aint Over Yet,Allman Brothers Band,Seven Turns,0ZIsuTnTHDtOWLIaNpQMXT,17,https://p.scdn.co/mp3-preview/ca96355d61200d0d5e4385c32d8a76acae837e96?cid=3502c8805da84b25aa0305556012150b,0.432,0.628,9,-13.852,0,0.0316,0.285,0.0019,0.294,0.714,169.194,audio_features,293600,4
No One to Run With,Allman Brothers Band,No One To Run With,Allman Brothers Band,Where It All Begins,10Q26DXQAlvQlnKRdZJgec,45,https://p.scdn.co/mp3-preview/19e9b001dc103c61c059fbc64e55e29b9856e578?cid=3502c8805da84b25aa0305556012150b,0.46,0.903,9,-6.064,1,0.0352,0.039,0.189,0.102,0.964,101.057,audio_features,359613,4
Seven Turns,Allman Brothers Band,Seven Turns,Allman Brothers Band,Seven Turns,3kZRafDK2D0x9wQ2wbRJih,38,https://p.scdn.co/mp3-preview/56c7a1928530b487df93599a31e912d2a6eb0f75?cid=3502c8805da84b25aa0305556012150b,0.566,0.626,7,-11.934,1,0.0252,0.0553,0.000128,0.171,0.768,109.056,audio_features,304933,4
Statesboro Blues,Allman Brothers Band,Statesboro Blues,Allman Brothers Band,The 1971 Fillmore East Recordings,3UsbGR71AjcBYOWoUlfTdm,46,,0.475,0.676,2,-9.404,1,0.0577,0.145,0.00744,0.823,0.659,127.196,audio_features,284480,4
Straight from the Heart,Allman Brothers Band,Straight From The Heart,Allman Brothers Band,Eddie Stobart Trucking Songs: Trucking All Over The World,6Z7TcLhbQZ2QjxNnP4xWLs,4,https://p.scdn.co/mp3-preview/5d1fc13790d71076c0f61c34eaaf66bcc195ac8c?cid=3502c8805da84b25aa0305556012150b,0.663,0.9,9,-5.586,1,0.0316,0.173,0.0,0.0531,0.874,131.562,audio_features,225733,4
Addicted to Pain,Alter Bridge,Addicted To Pain,Alter Bridge,Fortress,2I75GCnEOzCvNpxCR3XYZH,55,https://p.scdn.co/mp3-preview/ad9d608b85b80a9d33f6234653e275fc4df4a353?cid=3502c8805da84b25aa0305556012150b,0.519,0.99,1,-3.805,0,0.0985,1.7e-05,0.000251,0.0849,0.285,118.033,audio_features,256867,4
Before Tomorrow Comes,Alter Bridge,Before Tomorrow Comes,Alter Bridge,Blackbird,6wb6eqZVfvmj2FVg9jCV1K,45,,0.35,0.975,3,-3.242,1,0.129,8.65e-05,1.36e-05,0.216,0.267,160.069,audio_features,246787,4
Broken Wings,Alter Bridge,Broken Wings,Alter Bridge,One Day Remains,7ePjtuqKqa0ZbzznCNqiEf,54,,0.449,0.72,10,-5.382,0,0.0355,0.00656,6.84e-05,0.127,0.114,138.482,audio_features,306600,4
Cry of Achilles,Alter Bridge,Cry Of Achilles,Alter Bridge,Fortress,6njG9CbhFC2FrCEVroE0ma,47,https://p.scdn.co/mp3-preview/aa4bf0433d471b3fefed498fccc982efbed8a0e6?cid=3502c8805da84b25aa0305556012150b,0.311,0.983,6,-4.042,1,0.177,0.000139,0.000252,0.483,0.213,139.921,audio_features,390867,4
Find The Real,Alter Bridge,Find The Real,Alter Bridge,One Day Remains,1PotmRJ9g0y6zLVbJMKeV2,48,,0.345,0.936,1,-2.986,1,0.0939,2.12e-05,7.68e-06,0.119,0.317,75.683,audio_features,283827,4
Ghost of Days Gone By,Alter Bridge,Ghost Of Days Gone By,Alter Bridge,AB III,4rrG6blL1GvK0FeTPYf3e1,41,https://p.scdn.co/mp3-preview/892cde8280a7c135f6795ecca833840e4fd8e58e?cid=3502c8805da84b25aa0305556012150b,0.522,0.924,1,-4.395,1,0.0452,0.00019,0.000105,0.0934,0.484,136.549,audio_features,265533,4
Godspeed,Alter Bridge,Godspeed,Alter Bridge,Walk The Sky,5DZjPUe1FG3Fw4ykoxZFxu,40,https://p.scdn.co/mp3-preview/45a71919761807377437bb9b2684efee29a0e860?cid=3502c8805da84b25aa0305556012150b,0.461,0.911,8,-6.371,0,0.0561,4.62e-06,0.655,0.156,0.302,120.034,audio_features,256596,4
Holiday,Alter Bridge,Holiday,Alter Bridge,Pawns & Kings,5ff4h9mRnDDG84NSA4TNki,44,https://p.scdn.co/mp3-preview/cde3c77cbaa2d931727b3b90ff29000459d39a45?cid=3502c8805da84b25aa0305556012150b,0.457,0.94,8,-5.624,1,0.11,2.04e-05,0.0,0.301,0.463,140.089,audio_features,238468,4
Isolation,Alter Bridge,Isolation,Alter Bridge,AB III,5G2c0FDSToVnmhrk9EJuv2,48,https://p.scdn.co/mp3-preview/4a81ade3fc467ae4a92ca020d11237e77802ce95?cid=3502c8805da84b25aa0305556012150b,0.429,0.963,8,-3.342,1,0.0733,7.22e-06,2.19e-06,0.184,0.349,96.97,audio_features,253720,4
My Champion,Alter Bridge,My Champion,Alter Bridge,The Last Hero,6EvDZVXWWz7qWEF5ZzxRuZ,42,https://p.scdn.co/mp3-preview/70d17628297ce7306b3f3237b122591b2f4a9ef3?cid=3502c8805da84b25aa0305556012150b,0.505,0.947,6,-5.533,1,0.0546,1.06e-05,3.27e-06,0.374,0.551,115.993,audio_features,280746,4
Native Son,Alter Bridge,Native Son,Alter Bridge,Walk The Sky,2CVd1mND2zOKbQk7jFwIhi,39,https://p.scdn.co/mp3-preview/803dd10bd53e549fd7823c00c7116a6d5ffc94b7?cid=3502c8805da84b25aa0305556012150b,0.483,0.952,6,-5.867,1,0.102,1.31e-05,0.31,0.0893,0.115,107.061,audio_features,255642,4
Open Your Eyes,Alter Bridge,Open Your Eyes,Alter Bridge,One Day Remains,3Gbyl3XZVeEcnFPiiPR09n,59,,0.356,0.904,2,-3.953,1,0.0624,0.000244,1.75e-06,0.359,0.38,162.397,audio_features,298600,4
Rise Today,Alter Bridge,Rise Today,Alter Bridge,Blackbird,5yBSe9ngIvMgZB3IAI6qw6,46,,0.337,0.964,7,-4.034,1,0.148,0.00257,4.11e-06,0.13,0.153,159.935,audio_features,261400,4
Show Me a Leader,Alter Bridge,Show Me A Leader,Alter Bridge,The Last Hero,1pWXMZ42bTczI0jpVv3fiy,42,https://p.scdn.co/mp3-preview/6544cbdcd6df9630b8fdf03db5b86a657abf0559?cid=3502c8805da84b25aa0305556012150b,0.223,0.966,8,-4.117,1,0.105,2.55e-05,2.84e-05,0.0565,0.171,132.063,audio_features,305030,4
Silver Tongue,Alter Bridge,Silver Tongue,Alter Bridge,Pawns & Kings,5uNazTJV7Rpd8zAtWDiSiG,52,https://p.scdn.co/mp3-preview/203db70bef731a82cda4c746d51bd1f03ebe45a1?cid=3502c8805da84b25aa0305556012150b,0.427,0.93,1,-5.988,1,0.0745,1.12e-05,3.22e-05,0.439,0.345,140.934,audio_features,258788,4
Watch Over You,Alter Bridge,Watch Over You,Alter Bridge,Blackbird,64VuvLffzkSl8d1BLgYKs0,49,,0.221,0.656,7,-5.421,1,0.0362,0.0837,0.000517,0.161,0.128,172.32,audio_features,259133,4
Wouldn't You Rather,Alter Bridge,Wouldnt You Rather,Alter Bridge,Walk The Sky,2BJrrLbxGDM26fTpWqBMKU,44,https://p.scdn.co/mp3-preview/159bd1f7e4d45916049e5b1a6ad7af78b69e640c?cid=3502c8805da84b25aa0305556012150b,0.458,0.959,5,-5.32,1,0.0882,3.62e-06,0.863,0.105,0.217,107.983,audio_features,229940,4
Daylight - Single Version,Asia,DAYLIGHT,Asia,Gold,21lgC17umLOIYuIlRg98NO,17,,0.224,0.947,0,-5.2,1,0.0503,0.0123,1.64e-05,0.399,0.409,143.728,audio_features,212627,4
Don't Cry,Asia,DONt CRY,Asia,Alpha,3rZLNPadgHyZ2ST4UgrsI1,48,,0.363,0.867,0,-8.635,1,0.0563,0.2,1.15e-06,0.134,0.491,147.93,audio_features,210400,4
Days Like These,Asia,Days Like These,Asia,Then & Now,7fc4ZrV4Jqeg2UD0xBu2BR,36,,0.609,0.67,2,-9.484,1,0.0314,0.08,0.0,0.0857,0.75,118.844,audio_features,246427,4
"The Heat Goes On (Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009)",Asia,Go,Asia,"Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009",45oGCgxRxcB7yBdgXrJc3n,30,https://p.scdn.co/mp3-preview/c264ca192df53419a562298d29dec482c6a84040?cid=3502c8805da84b25aa0305556012150b,0.273,0.904,11,-6.285,0,0.0832,0.00222,0.00335,0.931,0.384,142.008,audio_features,323240,4
Heat Of The Moment,Asia,HEAT OF THE MOMENT,Asia,Asia,1nmZ8yqKkfooOuYvtFctDp,72,,0.306,0.86,1,-7.371,1,0.0534,0.204,0.000146,0.369,0.541,136.265,audio_features,227893,4
"Here Comes the Feeling (featuring Carl Palmer drum solo) - Live at the Stanley Theatre, Pittsburgh, 1982",Asia,HERE COMES THE FEELING,Asia,"Live at the Stanley Theatre, Pittsburgh, PA, USA, 25 April 1982",3MGaLzcwB5avJW6xLjseVg,0,,0.249,0.97,5,-7.9,1,0.28,0.000298,0.889,0.902,0.0785,105.684,audio_features,782448,4
Only Time Will Tell,Asia,ONLY TIME WILL TELL,Asia,Asia,49NDegc7RQyvq6mhAs06p6,60,,0.323,0.843,9,-7.945,0,0.0669,0.0933,1.67e-05,0.0799,0.307,125.544,audio_features,284893,4
"Sole Survivor - Live at the Stanley Theatre, Pittsburgh, 1982",Asia,SOLE SURVIVOR,Asia,"Live at the Stanley Theatre, Pittsburgh, PA, USA, 25 April 1982",045U5G1GLktfPycEBPXryh,0,,0.172,0.982,10,-6.804,1,0.183,9.68e-05,0.857,0.957,0.0522,138.145,audio_features,520571,4
"The Heat Goes On (Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009)",Asia,THE HEAT GOES ON,Asia,"Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009",45oGCgxRxcB7yBdgXrJc3n,30,https://p.scdn.co/mp3-preview/c264ca192df53419a562298d29dec482c6a84040?cid=3502c8805da84b25aa0305556012150b,0.273,0.904,11,-6.285,0,0.0832,0.00222,0.00335,0.931,0.384,142.008,audio_features,323240,4
"The Smile Has Left Your Eyes - Live at the Stanley Theatre, Pittsburgh, 1982",Asia,THE SMILE HAS LEFT YOUR EYES,Asia,"Live at the Stanley Theatre, Pittsburgh, PA, USA, 25 April 1982",5H7pcUNzhkcQtWIhj7BOhv,0,,0.101,0.615,2,-10.857,0,0.0506,0.635,0.843,0.836,0.147,56.092,audio_features,211367,4
"Time Again (Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009)",Asia,TIME AGAIN,Asia,"Live at The Cambridge Rock Festival, Cambridge, UK, 9 August 2009",2QYrWJjDgutZLIDCf1iFDO,18,https://p.scdn.co/mp3-preview/0ee5b096333d3c54cfab798a3e475aabdd144ed7?cid=3502c8805da84b25aa0305556012150b,0.313,0.879,4,-6.96,0,0.0853,0.000509,0.00116,0.746,0.382,79.574,audio_features,338373,4
Too Late,Asia,Too Late,Asia,Astra,5lf8Oso1G0ikXOLKLN4Jr9,31,,0.526,0.828,5,-10.571,0,0.0441,0.11,0.598,0.378,0.296,132.177,audio_features,251973,4
True Colors,Asia,True Colors,Asia,Alpha,3jNg685D3jDZrKmmHDYjP5,24,,0.263,0.776,2,-8.676,0,0.052,0.108,0.0,0.108,0.328,140.9,audio_features,231067,4
Wildest Dreams,Asia,WILDEST DREAMS,Asia,Asia,5RgHlnj7j9mne2ZPDCoTh7,38,,0.306,0.927,10,-8.197,0,0.123,0.00545,2.66e-05,0.296,0.352,148.203,audio_features,311213,4
Alone Again,Asking Alexandria,Alone Again,Asking Alexandria,See What’s On The Inside,7JP8lWYrxpA8luKU8IPd3Y,57,https://p.scdn.co/mp3-preview/e9c7a26ac63f83150e30412f9461821bedd45661?cid=3502c8805da84b25aa0305556012150b,0.496,0.969,10,-3.085,1,0.0688,7.49e-05,5.93e-06,0.242,0.199,109.977,audio_features,228978,4
Alone In A Room,Asking Alexandria,Alone In A Room,Asking Alexandria,Asking Alexandria,5Gw8owErJLfkNxWCSwPQKJ,69,,0.482,0.946,4,-3.23,0,0.0852,0.00251,0.0,0.0466,0.284,135.071,audio_features,245861,4
Antisocialist,Asking Alexandria,Antisocialist,Asking Alexandria,Like A House On Fire,0tB4qNEFxgtmXIOVbJyuz5,56,,0.572,0.851,6,-4.712,0,0.0321,0.00104,0.0,0.0844,0.378,129.961,audio_features,216411,4
